"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Mage","Fire","Firestarter",15,"Fire.Mage","aeghis"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","aeghis"
"Mage","Fire","Rune of Power",30,"Fire.Mage","aeghis"
"Mage","Fire","Flame On",35,"Fire.Mage","aeghis"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","aeghis"
"Mage","Fire","Living Bomb",45,"Fire.Mage","aeghis"
"Mage","Fire","Kindling",50,"Fire.Mage","aeghis"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","dno"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","dno"
"Druid","Restoration","Feral Affinity",30,"Restoration.Druid","dno"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","dno"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","dno"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","dno"
"Druid","Restoration","Flourish",50,"Restoration.Druid","dno"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","ichikokoro"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","ichikokoro"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","ichikokoro"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","ichikokoro"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","ichikokoro"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","ichikokoro"
"Priest","Discipline","Evangelism",50,"Discipline.Priest","ichikokoro"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","degdk"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","degdk"
"Death Knight","Frost","Blinding Sleet",30,"Frost.Death Knight","degdk"
"Death Knight","Frost","Avalanche",35,"Frost.Death Knight","degdk"
"Death Knight","Frost","Wraith Walk",40,"Frost.Death Knight","degdk"
"Death Knight","Frost","Gathering Storm",45,"Frost.Death Knight","degdk"
"Death Knight","Frost","Obliteration",50,"Frost.Death Knight","degdk"
"Rogue","Assassination","Elaborate Planning",15,"Assassination.Rogue","sinepymkcus"
"Rogue","Assassination","Master Assassin",25,"Assassination.Rogue","sinepymkcus"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","sinepymkcus"
"Rogue","Assassination","Cheat Death",35,"Assassination.Rogue","sinepymkcus"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","sinepymkcus"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","sinepymkcus"
"Rogue","Assassination","Hidden Blades",50,"Assassination.Rogue","sinepymkcus"
"Mage","Fire","Firestarter",15,"Fire.Mage","hansol"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","hansol"
"Mage","Fire","Rune of Power",30,"Fire.Mage","hansol"
"Mage","Fire","Flame On",35,"Fire.Mage","hansol"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","hansol"
"Mage","Fire","Living Bomb",45,"Fire.Mage","hansol"
"Mage","Fire","Kindling",50,"Fire.Mage","hansol"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","axtin"
"Druid","Feral","Wild Charge",25,"Feral.Druid","axtin"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","axtin"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","axtin"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","axtin"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","axtin"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","axtin"
"Paladin","Retribution","Zeal",15,"Retribution.Paladin","lvladen"
"Paladin","Retribution","Blade of Wrath",25,"Retribution.Paladin","lvladen"
"Paladin","Retribution","Fist of Justice",30,"Retribution.Paladin","lvladen"
"Paladin","Retribution","Unbreakable Spirit",35,"Retribution.Paladin","lvladen"
"Paladin","Retribution","Divine Purpose",40,"Retribution.Paladin","lvladen"
"Paladin","Retribution","Healing Hands",45,"Retribution.Paladin","lvladen"
"Paladin","Retribution","Sanctified Wrath",50,"Retribution.Paladin","lvladen"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","wnx"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","wnx"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","wnx"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","wnx"
"Shaman","Restoration","Graceful Spirit",40,"Restoration.Shaman","wnx"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","wnx"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","wnx"
"Rogue","Assassination","Master Poisoner",15,"Assassination.Rogue","baldzx"
"Rogue","Assassination","Subterfuge",25,"Assassination.Rogue","baldzx"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","baldzx"
"Rogue","Assassination","Elusiveness",35,"Assassination.Rogue","baldzx"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","baldzx"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","baldzx"
"Rogue","Assassination","Poison Bomb",50,"Assassination.Rogue","baldzx"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","dempy"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","dempy"
"Druid","Restoration","Feral Affinity",30,"Restoration.Druid","dempy"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","dempy"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","dempy"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","dempy"
"Druid","Restoration","Flourish",50,"Restoration.Druid","dempy"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","grimgrip"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","grimgrip"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","grimgrip"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","grimgrip"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","grimgrip"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","grimgrip"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","grimgrip"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","corbin"
