"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Priest","Holy","Enlightenment",15,"Holy.Priest","celestiah"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","celestiah"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","celestiah"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","celestiah"
"Priest","Holy","Surge of Light",40,"Holy.Priest","celestiah"
"Priest","Holy","Benediction",45,"Holy.Priest","celestiah"
"Priest","Holy","Apotheosis",50,"Holy.Priest","celestiah"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","breadx"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","breadx"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","breadx"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","breadx"
"Shaman","Restoration","Graceful Spirit",40,"Restoration.Shaman","breadx"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","breadx"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","breadx"
"Rogue","Assassination","Elaborate Planning",15,"Assassination.Rogue","adelgab"
"Rogue","Assassination","Master Assassin",25,"Assassination.Rogue","adelgab"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","adelgab"
"Rogue","Assassination","Elusiveness",35,"Assassination.Rogue","adelgab"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","adelgab"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","adelgab"
"Rogue","Assassination","Hidden Blades",50,"Assassination.Rogue","adelgab"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","imsoholy"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","imsoholy"
"Paladin","Holy","Repentance",30,"Holy.Paladin","imsoholy"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","imsoholy"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","imsoholy"
"Paladin","Holy","Awakening",45,"Holy.Paladin","imsoholy"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","imsoholy"
"Priest","Shadow","Unfurling Darkness",15,"Shadow.Priest","inuyasha"
"Priest","Shadow","Intangibility",25,"Shadow.Priest","inuyasha"
"Priest","Shadow","Misery",30,"Shadow.Priest","inuyasha"
"Priest","Shadow","Psychic Horror",35,"Shadow.Priest","inuyasha"
"Priest","Shadow","Auspicious Spirits",40,"Shadow.Priest","inuyasha"
"Priest","Shadow","Damnation",45,"Shadow.Priest","inuyasha"
"Priest","Shadow","Hungering Void",50,"Shadow.Priest","inuyasha"
"Shaman","Enhancement","Elemental Blast",15,"Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Hot Hand",25,"Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Spirit Wolf",30,"Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Elemental Assault",35,"Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Feral Lunge",40,"Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Sundering",45,"Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Elemental Spirits",50,"Enhancement.Shaman","keyturn"
"Monk","Windwalker","Eye of the Tiger",15,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Fist of the White Tiger",30,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","feverdreamin"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Elusiveness",35,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","nahj"
"Mage","Fire","Firestarter",15,"Fire.Mage","aeghis"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","aeghis"
"Mage","Fire","Rune of Power",30,"Fire.Mage","aeghis"
"Mage","Fire","Flame On",35,"Fire.Mage","aeghis"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","aeghis"
"Mage","Fire","Living Bomb",45,"Fire.Mage","aeghis"
"Mage","Fire","Kindling",50,"Fire.Mage","aeghis"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","symz"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","doodles"
"Priest","Discipline","Angelic Feather",25,"Discipline.Priest","doodles"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","doodles"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","doodles"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","doodles"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","doodles"
"Priest","Discipline","Lenience",50,"Discipline.Priest","doodles"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Blinding Sleet",30,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Avalanche",35,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Wraith Walk",40,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Gathering Storm",45,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Obliteration",50,"Frost.Death Knight","lokitabeso"
"Mage","Arcane","Amplification",15,"Arcane.Mage","numbing"
"Mage","Arcane","Shimmer",25,"Arcane.Mage","numbing"
"Mage","Arcane","Rune of Power",30,"Arcane.Mage","numbing"
"Mage","Arcane","Arcane Echo",35,"Arcane.Mage","numbing"
"Mage","Arcane","Chrono Shift",40,"Arcane.Mage","numbing"
"Mage","Arcane","Arcane Orb",45,"Arcane.Mage","numbing"
"Mage","Arcane","Overpowered",50,"Arcane.Mage","numbing"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","snartx"
"Druid","Balance","Renewal",25,"Balance.Druid","snartx"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","snartx"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","snartx"
"Druid","Balance","Starlord",40,"Balance.Druid","snartx"
"Druid","Balance","Twin Moons",45,"Balance.Druid","snartx"
"Druid","Balance","New Moon",50,"Balance.Druid","snartx"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","dorgondra"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","dorgondra"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","dorgondra"
"Priest","Holy","Censure",35,"Holy.Priest","dorgondra"
"Priest","Holy","Surge of Light",40,"Holy.Priest","dorgondra"
"Priest","Holy","Benediction",45,"Holy.Priest","dorgondra"
"Priest","Holy","Apotheosis",50,"Holy.Priest","dorgondra"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","rentore"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","rentore"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","rentore"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","rentore"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","rentore"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","rentore"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","rentore"
"Shaman","Enhancement","Elemental Blast",15,"Enhancement.Shaman","zynt"
"Shaman","Enhancement","Stormflurry",25,"Enhancement.Shaman","zynt"
"Shaman","Enhancement","Earth Shield",30,"Enhancement.Shaman","zynt"
"Shaman","Enhancement","Elemental Assault",35,"Enhancement.Shaman","zynt"
"Shaman","Enhancement","Nature's Guardian",40,"Enhancement.Shaman","zynt"
"Shaman","Enhancement","Sundering",45,"Enhancement.Shaman","zynt"
"Shaman","Enhancement","Elemental Spirits",50,"Enhancement.Shaman","zynt"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","chun"
"Warrior","Fury","Fresh Meat",15,"Fury.Warrior","grimgrip"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","grimgrip"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","grimgrip"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","grimgrip"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","grimgrip"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","grimgrip"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","grimgrip"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","glogan"
"Warlock","Demonology","Power Siphon",25,"Demonology.Warlock","glogan"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","glogan"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","glogan"
"Warlock","Demonology","Howl of Terror",40,"Demonology.Warlock","glogan"
"Warlock","Demonology","Inner Demons",45,"Demonology.Warlock","glogan"
"Warlock","Demonology","Sacrificed Souls",50,"Demonology.Warlock","glogan"
"Death Knight","Blood","Tombstone",15,"Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Hemostasis",25,"Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Foul Bulwark",30,"Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Anti-Magic Barrier",35,"Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Grip of the Dead",40,"Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Voracious",45,"Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Red Thirst",50,"Blood.Death Knight","tacofoxlol"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","reminiscent"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","reminiscent"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","reminiscent"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","reminiscent"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","reminiscent"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","reminiscent"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","reminiscent"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","bajheera"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","bajheera"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","bajheera"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","bajheera"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","bajheera"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","bajheera"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","bajheera"
"Warrior","Arms","Sudden Death",15,"Arms.Warrior","clapperr"
"Warrior","Arms","Storm Bolt",25,"Arms.Warrior","clapperr"
"Warrior","Arms","Massacre",30,"Arms.Warrior","clapperr"
"Warrior","Arms","Defensive Stance",35,"Arms.Warrior","clapperr"
"Warrior","Arms","Warbreaker",40,"Arms.Warrior","clapperr"
"Warrior","Arms","Avatar",45,"Arms.Warrior","clapperr"
"Warrior","Arms","Dreadnaught",50,"Arms.Warrior","clapperr"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","ballinx"
"Warrior","Fury","Double Time",25,"Fury.Warrior","ballinx"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","ballinx"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","ballinx"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","ballinx"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","ballinx"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","ballinx"
"Priest","Shadow","Unfurling Darkness",15,"Shadow.Priest","clever"
"Priest","Shadow","Intangibility",25,"Shadow.Priest","clever"
"Priest","Shadow","Misery",30,"Shadow.Priest","clever"
"Priest","Shadow","Psychic Horror",35,"Shadow.Priest","clever"
"Priest","Shadow","Auspicious Spirits",40,"Shadow.Priest","clever"
"Priest","Shadow","Damnation",45,"Shadow.Priest","clever"
"Priest","Shadow","Hungering Void",50,"Shadow.Priest","clever"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","serenities"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","serenities"
"Paladin","Holy","Blinding Light",30,"Holy.Paladin","serenities"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","serenities"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","serenities"
"Paladin","Holy","Awakening",45,"Holy.Paladin","serenities"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","serenities"
"Monk","Windwalker","Chi Wave",15,"Windwalker.Monk","rsk"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","rsk"
"Monk","Windwalker","Ascension",30,"Windwalker.Monk","rsk"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","rsk"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","rsk"
