"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Netherwalk",35,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","mvqdh"
"Priest","Holy","Enlightenment",15,"Holy.Priest","celestiah"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","celestiah"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","celestiah"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","celestiah"
"Priest","Holy","Surge of Light",40,"Holy.Priest","celestiah"
"Priest","Holy","Benediction",45,"Holy.Priest","celestiah"
"Priest","Holy","Apotheosis",50,"Holy.Priest","celestiah"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Elusiveness",35,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","nahj"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","nahj"
"Mage","Arcane","Amplification",15,"Arcane.Mage","aeghis"
"Mage","Arcane","Shimmer",25,"Arcane.Mage","aeghis"
"Mage","Arcane","Incanter's Flow",30,"Arcane.Mage","aeghis"
"Mage","Arcane","Resonance",35,"Arcane.Mage","aeghis"
"Mage","Arcane","Ring of Frost",40,"Arcane.Mage","aeghis"
"Mage","Arcane","Arcane Orb",45,"Arcane.Mage","aeghis"
"Mage","Arcane","Overpowered",50,"Arcane.Mage","aeghis"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","hyzu"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","hyzu"
"Paladin","Holy","Blinding Light",30,"Holy.Paladin","hyzu"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","hyzu"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","hyzu"
"Paladin","Holy","Awakening",45,"Holy.Paladin","hyzu"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","hyzu"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Dancing Steel",50,"Outlaw.Rogue","chun"
"Death Knight","Unholy","Clawing Shadows",15,"Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Unholy Blight",25,"Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Asphyxiate",30,"Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Pestilent Pustules",35,"Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Wraith Walk",40,"Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Unholy Pact",45,"Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Unholy Assault",50,"Unholy.Death Knight","wegofa"
"Warrior","Arms","Sudden Death",15,"Arms.Warrior","larosx"
"Warrior","Arms","Storm Bolt",25,"Arms.Warrior","larosx"
"Warrior","Arms","Massacre",30,"Arms.Warrior","larosx"
"Warrior","Arms","Defensive Stance",35,"Arms.Warrior","larosx"
"Warrior","Arms","Warbreaker",40,"Arms.Warrior","larosx"
"Warrior","Arms","Avatar",45,"Arms.Warrior","larosx"
"Warrior","Arms","Dreadnaught",50,"Arms.Warrior","larosx"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","nessper"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","smexxin"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","smexxin"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","smexxin"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","smexxin"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","smexxin"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","smexxin"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","smexxin"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","dyllbar"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","dyllbar"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","dyllbar"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","dyllbar"
"Shaman","Restoration","Graceful Spirit",40,"Restoration.Shaman","dyllbar"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","dyllbar"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","dyllbar"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","reminiscent"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","reminiscent"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","reminiscent"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","reminiscent"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","reminiscent"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","reminiscent"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","reminiscent"
"Warrior","Arms","Sudden Death",15,"Arms.Warrior","clapperr"
"Warrior","Arms","Storm Bolt",25,"Arms.Warrior","clapperr"
"Warrior","Arms","Massacre",30,"Arms.Warrior","clapperr"
"Warrior","Arms","Defensive Stance",35,"Arms.Warrior","clapperr"
"Warrior","Arms","Warbreaker",40,"Arms.Warrior","clapperr"
"Warrior","Arms","Avatar",45,"Arms.Warrior","clapperr"
"Warrior","Arms","Dreadnaught",50,"Arms.Warrior","clapperr"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","dadbar"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","dadbar"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","dadbar"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","dadbar"
"Shaman","Restoration","Graceful Spirit",40,"Restoration.Shaman","dadbar"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","dadbar"
