"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Mage","Fire","Firestarter",15,"Fire.Mage","nukedx"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","nukedx"
"Mage","Fire","Rune of Power",30,"Fire.Mage","nukedx"
"Mage","Fire","Flame On",35,"Fire.Mage","nukedx"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","nukedx"
"Mage","Fire","Living Bomb",45,"Fire.Mage","nukedx"
"Mage","Fire","Kindling",50,"Fire.Mage","nukedx"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","waylor"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","waylor"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","waylor"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","waylor"
"Priest","Holy","Surge of Light",40,"Holy.Priest","waylor"
"Priest","Holy","Benediction",45,"Holy.Priest","waylor"
"Priest","Holy","Apotheosis",50,"Holy.Priest","waylor"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","mindboink"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","mindboink"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","mindboink"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","mindboink"
"Priest","Holy","Surge of Light",40,"Holy.Priest","mindboink"
"Priest","Holy","Benediction",45,"Holy.Priest","mindboink"
"Priest","Holy","Apotheosis",50,"Holy.Priest","mindboink"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","gilysel"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","gilysel"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","gilysel"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","gilysel"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","gilysel"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","gilysel"
"Druid","Restoration","Flourish",50,"Restoration.Druid","gilysel"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","lesylig"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","lesylig"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","lesylig"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","lesylig"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","lesylig"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","lesylig"
"Druid","Restoration","Flourish",50,"Restoration.Druid","lesylig"
"Priest","Shadow","Unfurling Darkness",15,"Shadow.Priest","manofmystery"
"Priest","Shadow","Intangibility",25,"Shadow.Priest","manofmystery"
"Priest","Shadow","Misery",30,"Shadow.Priest","manofmystery"
"Priest","Shadow","Psychic Horror",35,"Shadow.Priest","manofmystery"
