"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","dno"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","dno"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","dno"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","dno"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","dno"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","dno"
"Druid","Restoration","Flourish",50,"Restoration.Druid","dno"
"Priest","Discipline","Castigation",15,"Discipline.Priest","pxdx"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","pxdx"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","pxdx"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","pxdx"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","pxdx"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","pxdx"
"Priest","Discipline","Lenience",50,"Discipline.Priest","pxdx"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","sadiator"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","sadiator"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","sadiator"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","sadiator"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","sadiator"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","sadiator"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","sadiator"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Subterfuge",25,"Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Elusiveness",35,"Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","kalvishx"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","dillon"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","dillon"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","dillon"
"Hunter","Survival","Steel Trap",35,"Survival.Hunter","dillon"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","dillon"
"Hunter","Survival","Tip of the Spear",45,"Survival.Hunter","dillon"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","dillon"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","feralgenius"
"Druid","Feral","Wild Charge",25,"Feral.Druid","feralgenius"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","feralgenius"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","feralgenius"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","feralgenius"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","feralgenius"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","feralgenius"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","bicmex"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","bicmex"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","bicmex"
"Hunter","Survival","Steel Trap",35,"Survival.Hunter","bicmex"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","bicmex"
"Hunter","Survival","Flanking Strike",45,"Survival.Hunter","bicmex"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","bicmex"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","bonquiqui"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","bonquiqui"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","bonquiqui"
"Hunter","Survival","Bloodseeker",35,"Survival.Hunter","bonquiqui"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","bonquiqui"
"Hunter","Survival","Tip of the Spear",45,"Survival.Hunter","bonquiqui"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","bonquiqui"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","fusex"
"Druid","Feral","Wild Charge",25,"Feral.Druid","fusex"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","fusex"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","fusex"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","fusex"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","fusex"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","fusex"
"Hunter","Beast Mastery","Animal Companion",15,"Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Scent of Blood",25,"Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Camouflage",30,"Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Thrill of the Hunt",35,"Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Posthaste",40,"Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Stomp",45,"Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Aspect of the Beast",50,"Beast Mastery.Hunter","ssds"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","wodferalz"
"Druid","Feral","Wild Charge",25,"Feral.Druid","wodferalz"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","wodferalz"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","wodferalz"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","wodferalz"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","wodferalz"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","wodferalz"
"Rogue","Outlaw","Ghostly Strike",15,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","nessper"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","sevenseconds"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","sevenseconds"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","sevenseconds"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","sevenseconds"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","sevenseconds"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","sevenseconds"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","sevenseconds"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","pd"
"Warlock","Demonology","Doom",25,"Demonology.Warlock","pd"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","pd"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","pd"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","pd"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","pd"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","pd"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","notinsanity"
"Druid","Feral","Wild Charge",25,"Feral.Druid","notinsanity"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","notinsanity"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","notinsanity"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","notinsanity"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","notinsanity"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","notinsanity"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","marvin"
"Druid","Feral","Wild Charge",25,"Feral.Druid","marvin"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","marvin"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","marvin"
"Druid","Feral","Savage Roar",40,"Feral.Druid","marvin"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","marvin"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","marvin"
"Monk","Windwalker","Chi Wave",15,"Windwalker.Monk","zenli"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","zenli"
"Monk","Windwalker","Fist of the White Tiger",30,"Windwalker.Monk","zenli"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","zenli"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","zenli"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","zenli"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","zenli"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","borugg"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","borugg"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","borugg"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","borugg"
"Priest","Holy","Surge of Light",40,"Holy.Priest","borugg"
"Priest","Holy","Benediction",45,"Holy.Priest","borugg"
"Priest","Holy","Apotheosis",50,"Holy.Priest","borugg"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","axtin"
"Druid","Feral","Renewal",25,"Feral.Druid","axtin"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","axtin"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","axtin"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","axtin"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","axtin"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","axtin"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","sollaira"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","sollaira"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","sollaira"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","sollaira"
"Priest","Holy","Surge of Light",40,"Holy.Priest","sollaira"
"Priest","Holy","Benediction",45,"Holy.Priest","sollaira"
"Priest","Holy","Apotheosis",50,"Holy.Priest","sollaira"
